"Year","Area","Street","Street 2"
2011,"Walsall","Walsallmanorhospital",NA
2011,"Walsall","Walsallmanorhospital",NA
2011,"Walsall","Walsallpolicestation",NA
2011,"Walsall","Walsallpolicestation",NA
2011,"Walsall","Walsallpolicestation",NA
2011,"Walsall","Walsallpolicestation",NA
2011,"Walsall","Walsallroad",NA
2011,"Walsall","Walsallroaddarlaston",NA
2011,"Walsall","Walsalltrainstation",NA
2011,"Walsall","Wanderersway",NA
2011,"Walsall","Wednesburyrd",NA
2011,"Walsall","Wednesburyrdwalsall",NA
2011,"Walsall","Wednesburyroad",NA
2011,"Walsall","Westbromwichrdwalsall",NA
2011,"Walsall","Westbromwichrdwalsall",NA
2011,"Walsall","Wolverhamptonroadoldbury",NA
2011,"Walsall","Wolverhamptonroadoldbury",NA
2011,"Walsall","Wolverhamptonroadwest",NA
2011,"Walsall","Wolverhamptonwandersfc",NA
2011,"Walsall","Woodendroadwednesfield",NA
2011,"Walsall","Woodenroadwestdarlaston",NA
2011,"Walsall","Ws1walsall",NA
2011,"Wolverhampton","Aandenewcrosshospital",NA
2011,"Wolverhampton","Alfredsquireroad",NA
2011,"Wolverhampton","Arthurstwolverhampton",NA
2011,"Wolverhampton","Asdastoreswton",NA
2011,"Wolverhampton","Asdastoreswton",NA
2011,"Wolverhampton","Badgerdriveparkvillage",NA
2011,"Wolverhampton","Bellamylane",NA
2011,"Wolverhampton","Belmontroad",NA
2011,"Wolverhampton","Belmontroad",NA
2011,"Wolverhampton","Belmontroadpennwton",NA
2011,"Wolverhampton","Berrystr.",NA
2011,"Wolverhampton","Bilstonbusstation",NA
2011,"Wolverhampton","Bilstonlabourclub",NA
2011,"Wolverhampton","Bilstonroad",NA
2011,"Wolverhampton","Bilstonroad",NA
2011,"Wolverhampton","Bilstonst",NA
2011,"Wolverhampton","Bilstonst",NA
2011,"Wolverhampton","Bilstonst",NA
2011,"Wolverhampton","Bilstonstwolverhampton",NA
2011,"Wolverhampton","Bilstonstwolverhampton",NA
2011,"Wolverhampton","Bilstonstr.",NA
2011,"Wolverhampton","Bilstonstr.",NA
2011,"Wolverhampton","Bilstonstr.",NA
2011,"Wolverhampton","Bilstonstr.",NA
2011,"Wolverhampton","Bilstonstr.",NA
2011,"Wolverhampton","Bilstonstr.",NA
2011,"Wolverhampton","Bilstonstr.",NA
2011,"Wolverhampton","Bilstonstr.",NA
2011,"Wolverhampton","Bilstonstr.",NA
2011,"Wolverhampton","Bilstonstr.",NA
2011,"Wolverhampton","Blackhalvelane",NA
2011,"Wolverhampton","Bradfordstr.walsalll",NA
2011,"Wolverhampton","Brantleyave",NA
2011,"Wolverhampton","Brantleyave.",NA
2011,"Wolverhampton","Broadstwolverhampton",NA
2011,"Wolverhampton","Broadstwolverhampton",NA
2011,"Wolverhampton","Broadstwolves",NA
2011,"Wolverhampton","Broadstwolves",NA
2011,"Wolverhampton","Broadstr.",NA
2011,"Wolverhampton","Broadstr.",NA
2011,"Wolverhampton","Broadstr.wolverhampton",NA
2011,"Wolverhampton","Broadstr.wolverhampton",NA
2011,"Wolverhampton","Broadstr.wton",NA
2011,"Wolverhampton","Bronwynclose",NA
2011,"Wolverhampton","Burlesdonwalkwolves",NA
2011,"Wolverhampton","Busstation",NA
2011,"Wolverhampton","Busstationpipersroad",NA
2011,"Wolverhampton","Busstationwolverhampton",NA
2011,"Wolverhampton","Busstationwolverhampton",NA
2011,"Wolverhampton","Campionhouseheathtownwolverhampton",NA
2011,"Wolverhampton","Cannockrdwolverhampton",NA
2011,"Wolverhampton","Carparknewcrosshospitalwolverhampton",NA
2011,"Wolverhampton","Castlestr.citycentre",NA
2011,"Wolverhampton","Castlestr.wolverhampton",NA
2011,"Wolverhampton","Churchstr.bilston",NA
2011,"Wolverhampton","Coalwayroadwton",NA
2011,"Wolverhampton","Codsallroad",NA
2011,"Wolverhampton","Coophighstr.wednesfieldwton",NA
2011,"Wolverhampton","Daltonstwolverhampton",NA
2011,"Wolverhampton","Darlingtonst",NA
2011,"Wolverhampton","Darlingtonst",NA
2011,"Wolverhampton","Dudleyroad",NA
2011,"Wolverhampton","Dudleyroadkingswinford",NA
2011,"Wolverhampton","Dudleystr.",NA
2011,"Wolverhampton","Dudleystr.wolverhampton",NA
2011,"Wolverhampton","Dunstallroad",NA
2011,"Wolverhampton","Dunstallroadwolverhampton",NA
2011,"Wolverhampton","Edhamroadwolverhampton",NA
2011,"Wolverhampton","Exchangestr.",NA
2011,"Wolverhampton","Exchangestr.citycentrewolverhampton",NA
2011,"Wolverhampton","Farndaleave.",NA
2011,"Wolverhampton","Fileyrdwolverhampton",NA
2011,"Wolverhampton","Frontoffice",NA
2011,"Wolverhampton","Frontoffice",NA
2011,"Wolverhampton","Frontofficewolverhamptoncentralps",NA
2011,"Wolverhampton","Frontoffivebilstonstr.polstn",NA
2011,"Wolverhampton","Furspublichouse",NA
2011,"Wolverhampton","Gafo",NA
2011,"Wolverhampton","Garrickstr.",NA
2011,"Wolverhampton","Garrickstr.wolverhampton",NA
2011,"Wolverhampton","Greathamptonstr.",NA
2011,"Wolverhampton","Greathamptonstr.",NA
2011,"Wolverhampton","Greenparkave.",NA
2011,"Wolverhampton","Hadenhillchapelashwolverhampton",NA
2011,"Wolverhampton","Hartroadwednesfieldwton",NA
2011,"Wolverhampton","Highstbilston",NA
2011,"Wolverhampton","Indibarlichfieldstr.",NA
2011,"Wolverhampton","Jackhaywardway",NA
2011,"Wolverhampton","Junction10osvillagehotel",NA
2011,"Wolverhampton","Laurelroaddudley",NA
2011,"Wolverhampton","Leacroftave.",NA
2011,"Wolverhampton","Leacroftave.",NA
2011,"Wolverhampton","Lennoxgardenswton",NA
2011,"Wolverhampton","Lewishamrdwolverhampton",NA
2011,"Wolverhampton","Lichfiedlstr.",NA
2011,"Wolverhampton","Lichfieldst",NA
2011,"Wolverhampton","Lichfieldstcitycentrewolves",NA
2011,"Wolverhampton","Lichfieldstwolverhampton",NA
2011,"Wolverhampton","Lichfieldstwton",NA
2011,"Wolverhampton","Lichfieldstr.",NA
2011,"Wolverhampton","Lichfieldstr.",NA
2011,"Wolverhampton","Lichfieldstr.",NA
2011,"Wolverhampton","Lichfieldstr.",NA
2011,"Wolverhampton","Lichfieldstr.",NA
2011,"Wolverhampton","Lichfieldstr.",NA
2011,"Wolverhampton","Lichfieldstr.",NA
2011,"Wolverhampton","Lichfieldstr.princessstr.wton",NA
2011,"Wolverhampton","Lichfieldstr.citycentrewton",NA
2011,"Wolverhampton","Lichfieldstr.citycentrewton",NA
2011,"Wolverhampton","Lichfieldstr.wolverhampton",NA
2011,"Wolverhampton","Lichfieldstr.wton",NA
2011,"Wolverhampton","Lowervilliersstr.",NA
2011,"Wolverhampton","Luntroad",NA
2011,"Wolverhampton","Marketstwolverhampton",NA
2011,"Wolverhampton","Marketstwolverhampton",NA
2011,"Wolverhampton","Marketstwolves",NA
2011,"Wolverhampton","Marketstwton",NA
2011,"Wolverhampton","Marketstr.",NA
2011,"Wolverhampton","Marketstr.",NA
2011,"Wolverhampton","Marketstr.",NA
2011,"Wolverhampton","Marketstr.",NA
2011,"Wolverhampton","Marketstr.",NA
2011,"Wolverhampton","Marketstr.",NA
2011,"Wolverhampton","Marketstr.citycentrewton",NA
2011,"Wolverhampton","Marketstr.wolverhampton",NA
2011,"Wolverhampton","Marketstr.wolverhampton",NA
2011,"Wolverhampton","Marketstr.wolverhampton",NA
2011,"Wolverhampton","Marketstr.wolverhampton",NA
2011,"Wolverhampton","Marketstr.wolverhampton",NA
2011,"Wolverhampton","Marketstr.wolverhampton",NA
2011,"Wolverhampton","Marketstr.wolves",NA
2011,"Wolverhampton","Marketstr.wolves",NA
2011,"Wolverhampton","Marsatonroad",NA
2011,"Wolverhampton","Marstonrdwolverhampton",NA
2011,"Wolverhampton","Millcroftwolves",NA
2011,"Wolverhampton","Moseleyrdwolverhampton",NA
2011,"Wolverhampton","Moseleyroadbilston",NA
2011,"Wolverhampton","Mountpleasant",NA
2011,"Wolverhampton","Mountplesantbilston",NA
2011,"Wolverhampton","Nearyateswinebarwolvescitycentre",NA
2011,"Wolverhampton","Newcrosshospital",NA
2011,"Wolverhampton","Newcrosshospital",NA
2011,"Wolverhampton","Newcrosshospital",NA
2011,"Wolverhampton","Newcrosshospital",NA
2011,"Wolverhampton","Newcrosshospital",NA
2011,"Wolverhampton","Newcrosshospitalwolverhampton",NA
2011,"Wolverhampton","Newcrosshospitalwolverhampton",NA
2011,"Wolverhampton","Newxhospital",NA
2011,"Wolverhampton","Newxhospitalwton",NA
2011,"Wolverhampton","Newcrosshospital",NA
2011,"Wolverhampton","Norfoldroadpewnnfieldswton",NA
2011,"Wolverhampton","Northstr.",NA
2011,"Wolverhampton","Northstr.",NA
2011,"Wolverhampton","Northstr.",NA
2011,"Wolverhampton","Northstr.",NA
2011,"Wolverhampton","Northstr.",NA
2011,"Wolverhampton","Northstr.towncentrewolverhampton",NA
2011,"Wolverhampton","Northwoodparkroadwolves",NA
2011,"Wolverhampton","Osgrapesphmoseleyroad",NA
2011,"Wolverhampton","Osoceanabilstonstr.",NA
2011,"Wolverhampton","Oustideyateswolverhampton",NA
2011,"Wolverhampton","Outsdieyateswinebarwolverhampton",NA
2011,"Wolverhampton","Outsidesubwaysandwichshopqueenssquarewolverhampton",NA
2011,"Wolverhampton","Outsidetheavondale",NA
2011,"Wolverhampton","Outsidetheindiebar",NA
2011,"Wolverhampton","Outsideyatesnorthstr.wolverhampton",NA
2011,"Wolverhampton","Owenroad",NA
2011,"Wolverhampton","Parkfieldrd",NA
2011,"Wolverhampton","Pennroad",NA
2011,"Wolverhampton","Pennroadwolves",NA
2011,"Wolverhampton","Pipersrowwolverhampton",NA
2011,"Wolverhampton","Pipersrowwolverhampton",NA
2011,"Wolverhampton","Pipersrowwton",NA
2011,"Wolverhampton","Powellstwoolverhampton",NA
2011,"Wolverhampton","Prestwoodroad",NA
2011,"Wolverhampton","Pricessstr.",NA
2011,"Wolverhampton","Pricessstr.",NA
2011,"Wolverhampton","Princecharlespubbushbury",NA
2011,"Wolverhampton","Princessstwton",NA
2011,"Wolverhampton","Princessstr.",NA
2011,"Wolverhampton","Princessstr.",NA
2011,"Wolverhampton","Princessstr.",NA
2011,"Wolverhampton","Princessstr.",NA
2011,"Wolverhampton","Princessstr.",NA
2011,"Wolverhampton","Princessstr.walsall",NA
2011,"Wolverhampton","Prinesst",NA
2011,"Wolverhampton","Probertroadwton",NA
2011,"Wolverhampton","Prosserstwolves",NA
2011,"Wolverhampton","Prosserstr.",NA
2011,"Wolverhampton","Prowellst",NA
2011,"Wolverhampton","Queensqwton",NA
2011,"Wolverhampton","Queensquare",NA
2011,"Wolverhampton","Queensquare",NA
2011,"Wolverhampton","Queensquare",NA
2011,"Wolverhampton","Queensquarewolverhampton",NA
2011,"Wolverhampton","Queensquarewolverhampton",NA
2011,"Wolverhampton","Queensquarewton",NA
2011,"Wolverhampton","Queensqusrecitycentrewolverhampton",NA
2011,"Wolverhampton","Queenst",NA
2011,"Wolverhampton","Queenst",NA
2011,"Wolverhampton","Queenstwolverhampton",NA
2011,"Wolverhampton","Queenstwolverhampton",NA
2011,"Wolverhampton","Queenstwolverhampton",NA
2011,"Wolverhampton","Queenstmarketstwolverhampton",NA
2011,"Wolverhampton","Queenstmarketstr.junction",NA
2011,"Wolverhampton","Queenstr.",NA
2011,"Wolverhampton","Queenstr.",NA
2011,"Wolverhampton","Queenstr.",NA
2011,"Wolverhampton","Queenstr.",NA
2011,"Wolverhampton","Queenstr.",NA
2011,"Wolverhampton","Queenstr.wolverhampton",NA
2011,"Wolverhampton","Queenstr.wolverhampton",NA
2011,"Wolverhampton","Queenstr.wolverhampton",NA
2011,"Wolverhampton","Queenstr.wton",NA
2011,"Wolverhampton","Queenssquarewolverhampton",NA
2011,"Wolverhampton","Queenssquarewolverhampton",NA
2011,"Wolverhampton","Queensstr.",NA
2011,"Wolverhampton","Rearofciviccentrewolverhampton",NA
2011,"Wolverhampton","Ringroad",NA
2011,"Wolverhampton","Ringroadstgeorgeswolves",NA
2011,"Wolverhampton","Royallondonphwolvescitycentre",NA
2011,"Wolverhampton","Sainsburysstgeorges",NA
2011,"Wolverhampton","Salopstwolverhampton",NA
2011,"Wolverhampton","Salopstwolves",NA
2011,"Wolverhampton","Schoolstwton",NA
2011,"Wolverhampton","Schoolstr.",NA
2011,"Wolverhampton","Schoolstr.",NA
2011,"Wolverhampton","Schoolstr.wton",NA
2011,"Wolverhampton","Schoolstr.wton",NA
2011,"Wolverhampton","Showellcircus",NA
2011,"Wolverhampton","Stgeorgesparadewolverhampton",NA
2011,"Wolverhampton","Stgeorgesparadewolverhampton",NA
2011,"Wolverhampton","Staffordroadwolverhampton",NA
2011,"Wolverhampton","Staffordst",NA
2011,"Wolverhampton","Staffordstwton",NA
2011,"Wolverhampton","Staffordstr.",NA
2011,"Wolverhampton","Staffordstr.",NA
2011,"Wolverhampton","Staffordstr.wolverhampton",NA
2011,"Wolverhampton","Steelparklanewton",NA
2011,"Wolverhampton","Subwayundertrafficislandatjunctionofringroadandbilstonstr.",NA
2011,"Wolverhampton","Sweetmanstr.wton",NA
2011,"Wolverhampton","Templest",NA
2011,"Wolverhampton","Tettenhallroad",NA
2011,"Wolverhampton","Tettenhallroad",NA
2011,"Wolverhampton","Thevarsitycitycentre",NA
2011,"Wolverhampton","Thornleystr.",NA
2011,"Wolverhampton","Towerstr.",NA
2011,"Wolverhampton","Trainstationwolverhampton",NA
2011,"Wolverhampton","Trysullroad",NA
2011,"Wolverhampton","Vicarageroadwton",NA
2011,"Wolverhampton","Victoriaroad",NA
2011,"Wolverhampton","Victoriaroadwfieldwton",NA
2011,"Wolverhampton","Victoriaroadwfieldwton",NA
2011,"Wolverhampton","Victoriast",NA
2011,"Wolverhampton","Victoriastr.",NA
2011,"Wolverhampton","Victoriastr.",NA
2011,"Wolverhampton","Victoriastr.wolverhampton",NA
2011,"Wolverhampton","Victoriastr.wolverhampton",NA
2011,"Wolverhampton","Victoriastr.wton",NA
2011,"Wolverhampton","Villiersave.wolverhampton",NA
2011,"Wolverhampton","Wallacerd",NA
2011,"Wolverhampton","Wallaceroadbradley",NA
2011,"Wolverhampton","Walsallstbilston",NA
2011,"Wolverhampton","Wanderersave.blakenhall",NA
2011,"Wolverhampton","Wanderersave.wton",NA
2011,"Wolverhampton","Warnfordwalkmerryhillwton",NA
2011,"Wolverhampton","Warstonesdrive",NA
2011,"Wolverhampton","Waterloord",NA
2011,"Wolverhampton","Waterloordwolverhampton",NA
2011,"Wolverhampton","Wednesfieldhighstr.wolves",NA
2011,"Wolverhampton","Wellingtonroad",NA
2011,"Wolverhampton","Whiteoaksstr.wton",NA
2011,"Wolverhampton","Whitegatesdrivecoseley",NA
2011,"Wolverhampton","Willenhallroadeastparkwolverhampton",NA
2011,"Wolverhampton","Willenhallroadjtndeansroadwton",NA
2011,"Wolverhampton","Williamhillmarketstr.",NA
2011,"Wolverhampton","Wolverhamptntrainstation",NA
2011,"Wolverhampton","Wolverhamptontrainstation",NA
2011,"Wolverhampton","Wolverhamptonrailwaystation",NA
2011,"Wolverhampton","Wolverhamptonrailwaystation",NA
2011,"Wolverhampton","Wolverhamptonrailwaystation",NA
2011,"Wolverhampton","Wolverhamptonroadwednesfield",NA
2011,"Wolverhampton","Wolverhamptonroadwednesfieldwton",NA
2011,"Wolverhampton","Wolverhamptontrainstation",NA
2011,"Wolverhampton","Wolvesrailwaystation",NA
2011,"Wolverhampton","Woodendroadwednesfield",NA
2011,"Wolverhampton","Woodlandave.tettenhallwood",NA
2011,"Wolverhampton","Woolpackalley",NA
2011,"Wolverhampton","Wordsworthave.",NA
2011,"Wolverhampton","Wtontrainstation",NA
2011,"Wolverhampton","Wvfrontoffice",NA
2011,"Wolverhampton","Wvfo",NA
2011,"Wolverhampton","Wvfo",NA
2012,"Birmingham","Clemenceroad",NA
2012,"Birmingham","Clemenceroad",NA
2012,"Birmingham","Clemenceroad",NA
2012,"Birmingham","Clemenceroad",NA
2012,"Birmingham","Clemenceroad",NA
2012,"Birmingham","Acocksgreenpolicestation",NA
2012,"Birmingham","Albertroad",NA
2012,"Birmingham","Alcesterrdmoseley",NA
2012,"Birmingham","Alcesterroad",NA
2012,"Birmingham","Alcesterroad",NA
2012,"Birmingham","Alcesterroadmoseley",NA
2012,"Birmingham","Alcesterroadmoseley",NA
2012,"Birmingham","Alcesterroadoutsidecrossph",NA
2012,"Birmingham","Alcesterroadmoseley",NA
2012,"Birmingham","Alecesterroad",NA
2012,"Birmingham","Alumrockroad",NA
2012,"Birmingham","Alumrockroad",NA
2012,"Birmingham","Alumrockroad",NA
2012,"Birmingham","Alumrockroadalumrock",NA
2012,"Birmingham","Banfordroadwardend",NA
2012,"Birmingham","Belcherslane",NA
2012,"Birmingham","Belgravemiddleway",NA
2012,"Birmingham","Belgraviaclose",NA
2012,"Birmingham","Bennettshillcitycentre",NA
2012,"Birmingham","Berkelyroad",NA
2012,"Birmingham","Birchleyrisewagonlaneolton",NA
2012,"Birmingham","Birchtreedrive",NA
2012,"Birmingham","Birminghamnewstr.",NA
2012,"Birmingham","Birminghamroadcastlebromwich",NA
2012,"Birmingham","Birminghamroadsuttoncoldfield",NA
2012,"Birmingham","Bistolroadsellyoak",NA
2012,"Birmingham","Blakeplacebordesleygreen",NA
2012,"Birmingham","Bordesleygreen",NA
2012,"Birmingham","Bordesleygreeneast",NA
2012,"Birmingham","Bordesleygreenroadbordesleygreen",NA
2012,"Birmingham","Bordesleygreen",NA
2012,"Birmingham","Bordeslygreenbordesleygreen",NA
2012,"Birmingham","Boscomberoadtyseley",NA
2012,"Birmingham","Bournvillelane",NA
2012,"Birmingham","Bristolroad",NA
2012,"Birmingham","Bristolroadsouth",NA
2012,"Birmingham","Broadstr.",NA
2012,"Birmingham","Broadstr.",NA
2012,"Birmingham","Broadstr.",NA
2012,"Birmingham","Broadstr.",NA
2012,"Birmingham","Brookhillroad",NA
2012,"Birmingham","Brooklandsroad",NA
2012,"Birmingham","Brunswickroad",NA
2012,"Birmingham","Bullsheadmosely",NA
2012,"Birmingham","Caldwellroad",NA
2012,"Birmingham","Churchroadyardley",NA
2012,"Birmingham","Churchroadyardley",NA
2012,"Birmingham","Churchroadyewtree",NA
2012,"Birmingham","Clodeshallroad",NA
2012,"Birmingham","Coleshillroad",NA
2012,"Birmingham","Cotterillslane",NA
2012,"Birmingham","Coventryroad",NA
2012,"Birmingham","Coventryrdsheldonnrbritishlegionivyleaf",NA
2012,"Birmingham","Coventryrd",NA
2012,"Birmingham","Coventryroad",NA
2012,"Birmingham","Coventryroadsmallheath",NA
2012,"Birmingham","Cranesparkroad",NA
2012,"Birmingham","Daleend",NA
2012,"Birmingham","Drewslanewardend",NA
2012,"Birmingham","Elizabethroad",NA
2012,"Birmingham","Emilyroadacocksgreenbirmingham",NA
2012,"Birmingham","Flaxtongrovekittsgreen",NA
2012,"Birmingham","Foxtonroadwashwoodheath",NA
2012,"Birmingham","Frontoffciekingsheathpolicestation",NA
2012,"Birmingham","Frontofficestechfordpolicestation",NA
2012,"Birmingham","Gibbinsroad",NA
2012,"Birmingham","Gilsanway",NA
2012,"Birmingham","Gospelfarmroad",NA
2012,"Birmingham","Gospellaneacocksgreen",NA
2012,"Birmingham","Greenlanebordesleygreen",NA
2012,"Birmingham","Greswoldroad",NA
2012,"Birmingham","Harbourneroadharbourne",NA
2012,"Birmingham","Hazelvilleroadhallgreen",NA
2012,"Birmingham","Heartlandshospital",NA
2012,"Birmingham","Heartlandshospital",NA
2012,"Birmingham","Heartlandshospital",NA
2012,"Birmingham","Heartlandshospital",NA
2012,"Birmingham","Heathfieldroad",NA
2012,"Birmingham","Herrickroad",NA
2012,"Birmingham","Highstr.",NA
2012,"Birmingham","Highstr.kingsheath",NA
2012,"Birmingham","Highstr.solihull",NA
2012,"Birmingham","Highfieldroad",NA
2012,"Birmingham","Highfieldroadsparkbrook",NA
2012,"Birmingham","Homeaddress",NA
2012,"Birmingham","Homerrdnearholidayinn",NA
2012,"Birmingham","Horrellroadsheldon",NA
2012,"Birmingham","Ivyhouseroadwestheath",NA
2012,"Birmingham","Jakemanroad",NA
2012,"Birmingham","Juniperclose",NA
2012,"Birmingham","Kembertonroad",NA
2012,"Birmingham","Kingsheathhighst",NA
2012,"Birmingham","Kingsnortongreen",NA
2012,"Birmingham","Ladypoolroad",NA
2012,"Birmingham","Ladypoolroad",NA
2012,"Birmingham","Ladypoolroad",NA
2012,"Birmingham","Leahallroad",NA
2012,"Birmingham","Lowersevernstr.",NA
2012,"Birmingham","Marystr.",NA
2012,"Birmingham","Marystr.",NA
2012,"Birmingham","Middleparkroad",NA
2012,"Birmingham","Milestonehouse",NA
2012,"Birmingham","Milestonehouse",NA
2012,"Birmingham","Milestonehouse",NA
2012,"Birmingham","Monyhullroad",NA
2012,"Birmingham","Moseleyroad",NA
2012,"Birmingham","Newstr.railwaystation",NA
2012,"Birmingham","Newstr.station",NA
2012,"Birmingham","Northlieghrdwardend",NA
2012,"Birmingham","Osassemblyroomspoplarwaysolihull",NA
2012,"Birmingham","Osassemblyroomssolihulltowncentre",NA
2012,"Birmingham","Oschargrillchickencoventryroad",NA
2012,"Birmingham","Oltonboulevardeast",NA
2012,"Birmingham","Outsidefishbarhobmooreroad",NA
2012,"Birmingham","Outsideardenoakpub",NA
2012,"Birmingham","Outsidestcolombianurseryalcesterroad",NA
2012,"Birmingham","Outsidethebullshead",NA
2012,"Birmingham","Parkerstr.edgbaston",NA
2012,"Birmingham","Parklandontheheathway",NA
2012,"Birmingham","Partridgeroad",NA
2012,"Birmingham","Pershoreroad",NA
2012,"Birmingham","Plymouthroadstirchley",NA
2012,"Birmingham","Poplarroadsolihull",NA
2012,"Birmingham","Rearoad",NA
2012,"Birmingham","Regencyhotel",NA
2012,"Birmingham","Runcurnroadbalsallheath",NA
2012,"Birmingham","Schoolroad",NA
2012,"Birmingham","Sheathlane",NA
2012,"Birmingham","Sheldonheathpark",NA
2012,"Birmingham","Shirleyroadacocksgreen",NA
2012,"Birmingham","Solihulltowncentre",NA
2012,"Birmingham","Stmarysroad",NA
2012,"Birmingham","Stmarysrow",NA
2012,"Birmingham","Stmarysrowmoseley",NA
2012,"Birmingham","Stpaulsroad",NA
2012,"Birmingham","Stpaulsroad",NA
2012,"Birmingham","Stationroadstechford",NA
2012,"Birmingham","Stationroadstechford",NA
2012,"Birmingham","Stationroadsolihul",NA
2012,"Birmingham","Stationroadsolihul",NA
2012,"Birmingham","Stationroadsolihul",NA
2012,"Birmingham","Stationroadsolihul",NA
2012,"Birmingham","Stationroadsolihul",NA
2012,"Birmingham","Stationroadsolihul",NA
2012,"Birmingham","Stechfordpolicestation",NA
2012,"Birmingham","Stechfordswimmingbaths",NA
2012,"Birmingham","Stoneylane",NA
2012,"Birmingham","Stratfordroad",NA
2012,"Birmingham","Stratfordroadsparkbrook",NA
2012,"Birmingham","Stratfordroadsparkhill",NA
2012,"Birmingham","Summerfieldroadweoleycastle",NA
2012,"Birmingham","Sunbeamway",NA
2012,"Birmingham","Swanshurstpark",NA
2012,"Birmingham","Theparadesuttoncoldfield",NA
2012,"Birmingham","Theradleys",NA
2012,"Birmingham","Tilecrossroad",NA
2012,"Birmingham","Totebettingshopalumrockroad",NA
2012,"Birmingham","Turnburryroad",NA
2012,"Birmingham","Umbersladeroadsellyoak",NA
2012,"Birmingham","Vicarageroadkinghsheath",NA
2012,"Birmingham","Victoriaroadbordesleygreen",NA
2012,"Birmingham","Wakegreenroad",NA
2012,"Birmingham","Wardendpark",NA
2012,"Birmingham","Warwichrd",NA
2012,"Birmingham","Warwickroad",NA
2012,"Birmingham","Warwickroadaccocksgreen",NA
2012,"Birmingham","Washlane",NA
2012,"Birmingham","Washwoodheathroad",NA
2012,"Birmingham","Washwoodheathroad",NA
2012,"Birmingham","Watsonroadalumrock",NA
2012,"Birmingham","Wheatcroftroadchelmesleywood",NA
2012,"Birmingham","Wheatsheafphcoventryroadsheldon",NA
2012,"Birmingham","Wheatsheafcoventryroad",NA
2012,"Birmingham","Williamhillbookmakerswashwoodheathroad",NA
2012,"Birmingham","Woodbridgerd",NA
2012,"Birmingham","Woodbridgeroad",NA
2012,"Birmingham","Acornpublichouse",NA
2012,"Birmingham","Atlanticrd",NA
2012,"Birmingham","Aylesburycrescentkingstandingbham",NA
2012,"Birmingham","Beggersbush",NA
2012,"Birmingham","Bendallrdkingstanding",NA
2012,"Birmingham","Berryfieldsroadwalmleysuttoncoldfield",NA
2012,"Birmingham","Birminghamrd",NA
2012,"Birmingham","Birminghamroad",NA
2012,"Birmingham","Birminghamroad",NA
2012,"Birmingham","Birminghamroad",NA
2012,"Birmingham","Birminghamroadwyldegreen",NA
2012,"Birmingham","Birminghamroadwyldegreen",NA
2012,"Birmingham","Boldmereroad",NA
2012,"Birmingham","Bottleofsack",NA
2012,"Birmingham","Boundaryroaderdington",NA
2012,"Birmingham","Brassingtonave.suttoncoldfield",NA
2012,"Birmingham","Broadst",NA
2012,"Birmingham","Capilanoroaderdington",NA
2012,"Birmingham","Carparklidlpelhamrdalumrock",NA
2012,"Birmingham","Carparkofoldspeckledhenpublichousemeregreen",NA
2012,"Birmingham","Carparkreddicaptavernhollyfieldroadfalconlodge",NA
2012,"Birmingham","Carparkkenilworthcourtwheelwrightrd",NA
2012,"Birmingham","Chesterroad",NA
2012,"Birmingham","Chesterfieldgrovepypehayes",NA
2012,"Birmingham","Chipsteadroad",NA
2012,"Birmingham","Churchroaderdington",NA
2012,"Birmingham","Cotonlaneerdingtonbham",NA
2012,"Birmingham","Cottishallwalk",NA
2012,"Birmingham","Courtlane",NA
2012,"Birmingham","Courtlane",NA
2012,"Birmingham","Dukestr.",NA
2012,"Birmingham","Ebrookroadsuttoncoldfield",NA
2012,"Birmingham","Emscoteroad",NA
2012,"Birmingham","Erdingtonhighstr.",NA
2012,"Birmingham","Erdingtonhighstr.",NA
2012,"Birmingham","Erdingtonhighstr.",NA
2012,"Birmingham","Firbeckgrove",NA
2012,"Birmingham","Francesroaderdington",NA
2012,"Birmingham","Frontodfficesuttoncoldfield",NA
2012,"Birmingham","Goodhopehospital",NA
2012,"Birmingham","Gracechuchshoppingcentresuttoncoldfield",NA
2012,"Birmingham","Gravellyhill",NA
2012,"Birmingham","Hairylemonerdingtonhighstr.",NA
2012,"Birmingham","Hairylemonlowerparade",NA
2012,"Birmingham","Hairylemonlowerparade",NA
2012,"Birmingham","Hamptonroaderdingtonbham",NA
2012,"Birmingham","Hellbeyclose",NA
2012,"Birmingham","Highstsuttoncoldfield",NA
2012,"Birmingham","Highsterdington",NA
2012,"Birmingham","Highstr.erdington",NA
2012,"Birmingham","Highstr.erdington",NA
2012,"Birmingham","Highstr.erdington",NA
2012,"Birmingham","Highstr.erdington",NA
2012,"Birmingham","Highstr.erdington",NA
2012,"Birmingham","Highstr.erdington",NA
2012,"Birmingham","Highstr.erdington",NA
2012,"Birmingham","Highstr.erdington",NA
2012,"Birmingham","Highstr.erdington",NA
2012,"Birmingham","Highstr.erdington",NA
2012,"Birmingham","Highstr.erdington",NA
2012,"Birmingham","Highstr.westbromwich",NA
2012,"Birmingham","Highstr.westbromwich",NA
2012,"Birmingham","Highstr.westbromwich",NA
2012,"Birmingham","Inlandroaderdingtonbham",NA
2012,"Birmingham","Jobcentresuttonnewroaderdington",NA
2012,"Birmingham","Johnsonroaderdingtonbirmingham",NA
2012,"Birmingham","Johnsonroaderdingtonbirmingham",NA
2012,"Birmingham","Kingsrd",NA
2012,"Birmingham","Kingsburyroadcastlevale",NA
2012,"Birmingham","Lichfieldrd",NA
2012,"Birmingham","Lichfieldroad",NA
